name,wikipedia_link,image_link,sci_name
Newton's sunbird,https://wikipedia.org/wiki/Newton%27s_sunbird,https://en.wikipedia.org/wiki/File:S%C3%A3o_Tom%C3%A9_sunbird_(Anabathmis_newtonii)_male.jpg,São Tomé sunbird (Anabathmis newtonii) male
Niam-Niam parrot,https://wikipedia.org/wiki/Niam-Niam_parrot,https://en.wikipedia.org/wiki/File:Niam-Niam_Parrot_in_a_Tree.png,Niam Niam Parrot in a Tree.png
Nias hill myna,https://wikipedia.org/wiki/Nias_hill_myna,https://en.wikipedia.org/wiki/File:Gracula_robusta_-_Annali_del_Museo_civico_di_storia_naturale_di_Genova_(1886)_(17788287234)_(cropped).jpg,Gracula robusta   Annali del Museo civico di storia naturale di Genova (1886) (17788287234) (cropped)
Niau kingfisher,https://wikipedia.org/wiki/Niau_kingfisher,https://en.wikipedia.org/wiki/File:European_roller.jpg,Stub icon
Nicaraguan grackle,https://wikipedia.org/wiki/Nicaraguan_grackle,https://en.wikipedia.org/wiki/File:Thirsty_(8387794451).jpg,Thirsty (8387794451)
Nicaraguan seed finch,https://wikipedia.org/wiki/Nicaraguan_seed_finch,https://en.wikipedia.org/wiki/File:Nicaraguan_Seed-Finch_2014-11-15_(1).jpg,Nicaraguan Seed Finch 2014 11 15 (1)
Niceforo's wren,https://wikipedia.org/wiki/Niceforo%27s_wren,https://en.wikipedia.org/wiki/File:Niceforo%27s_Wren.jpg,Niceforo's Wren
Nicholson's pipit,https://wikipedia.org/wiki/Nicholson%27s_pipit,https://en.wikipedia.org/wiki/File:Long-billed_Pipit_-_Natal_-_South_Africa_S4E6593_(16378617574).jpg,Long billed Pipit   Natal   South Africa S4E6593 (16378617574)
Nicobar bulbul,https://wikipedia.org/wiki/Nicobar_bulbul,N/A,N/A
Nicobar imperial pigeon,https://wikipedia.org/wiki/Nicobar_imperial_pigeon,https://en.wikipedia.org/wiki/File:Ducula_nicobarica_(taxidermied)_at_G%C3%B6teborgs_Naturhistoriska_Museum_8055.jpg,Ducula nicobarica (taxidermied) at Göteborgs Naturhistoriska Museum 8055
Nicobar jungle flycatcher,https://wikipedia.org/wiki/Nicobar_jungle_flycatcher,https://en.wikipedia.org/wiki/File:Nicobar_jungle_Flycatcher.jpg,Nicobar jungle Flycatcher
Nicobar megapode,https://wikipedia.org/wiki/Nicobar_megapode,https://en.wikipedia.org/wiki/File:NICOBAR_MEGAPOD_.jpg,NICOBAR MEGAPOD 
Nicobar parakeet,https://wikipedia.org/wiki/Nicobar_parakeet,https://en.wikipedia.org/wiki/File:PalaeornisCanicepsGould.jpg,PalaeornisCanicepsGould
Nicobar pigeon,https://wikipedia.org/wiki/Nicobar_pigeon,https://en.wikipedia.org/wiki/File:Adult_Nicobar_Pigeon.jpg,Adult Nicobar Pigeon
Nicobar scops owl,https://wikipedia.org/wiki/Nicobar_scops_owl,https://en.wikipedia.org/wiki/File:Screech_owl_(PSF).png,Stub icon
Nicobar sparrowhawk,https://wikipedia.org/wiki/Nicobar_sparrowhawk,https://en.wikipedia.org/wiki/File:Nicobar_sparrowhawk.png,Nicobar sparrowhawk.png
Night parrot,https://wikipedia.org/wiki/Night_parrot,"https://en.wikipedia.org/wiki/File:Pezoporus_occidentalis_Bird_illustration_by_Elizabeth_Gould_for_Birds_of_Australia,_digitally_enhanced_from_rawpixel%27s_own_facsimile_book666.jpg","Pezoporus occidentalis Bird illustration by Elizabeth Gould for Birds of Australia, digitally enhanced from rawpixel's own facsimile book666"
Nightingale Island finch,https://wikipedia.org/wiki/Nightingale_Island_finch,https://en.wikipedia.org/wiki/File:Nightingale_Bunting_Nesospiza_questi.jpg,Nightingale Bunting Nesospiza questi
Nightingale reed warbler,https://wikipedia.org/wiki/Nightingale_reed_warbler,https://en.wikipedia.org/wiki/File:Acrocephalus_luscinius.jpg,Acrocephalus luscinius
Nihoa finch,https://wikipedia.org/wiki/Nihoa_finch,https://en.wikipedia.org/wiki/File:NihoaFinch.jpg,NihoaFinch
Nile Valley sunbird,https://wikipedia.org/wiki/Nile_Valley_sunbird,https://en.wikipedia.org/wiki/File:Nile_Valley_Sunbird_in_Plants.jpg,Nile Valley Sunbird in Plants
Nilgiri blue robin,https://wikipedia.org/wiki/Nilgiri_blue_robin,https://en.wikipedia.org/wiki/File:Nilgiri_Blue_Robin.jpg,Nilgiri Blue Robin
Nilgiri flowerpecker,https://wikipedia.org/wiki/Nilgiri_flowerpecker,https://en.wikipedia.org/wiki/File:Dicaeum_concolor.jpg,Dicaeum concolor
Nilgiri flycatcher,https://wikipedia.org/wiki/Nilgiri_flycatcher,https://en.wikipedia.org/wiki/File:Nilgiri_Flycatcher_by_N.A._Naseer.jpg,Nilgiri Flycatcher by N.A. Naseer
Nilgiri laughingthrush,https://wikipedia.org/wiki/Nilgiri_laughingthrush,https://en.wikipedia.org/wiki/File:Nilgiri_Laughting_Thrush.jpg,Nilgiri Laughting Thrush
Nilgiri pipit,https://wikipedia.org/wiki/Nilgiri_pipit,https://en.wikipedia.org/wiki/File:Nilgir_Pipit_(Anthus_nilghiriensis)_18-Apr-2007_12-12-32_PM.JPG,Nilgir Pipit (Anthus nilghiriensis) 18 Apr 2007 12 12 32 PM.JPG
Nilgiri thrush,https://wikipedia.org/wiki/Nilgiri_thrush,https://en.wikipedia.org/wiki/File:Zoothera_neilgherriensis.jpg,Zoothera neilgherriensis
Nilgiri wood pigeon,https://wikipedia.org/wiki/Nilgiri_wood_pigeon,https://en.wikipedia.org/wiki/File:Nilgiri_wood_pigeon.jpg,Nilgiri wood pigeon
Nimba flycatcher,https://wikipedia.org/wiki/Nimba_flycatcher,https://en.wikipedia.org/wiki/File:Indian_Robin_(F)_I-Haryana_IMG_8045.jpg,Stub icon
Nkulengu rail,https://wikipedia.org/wiki/Nkulengu_rail,https://en.wikipedia.org/wiki/File:Himantornis_haematopus_-_Royal_Museum_for_Central_Africa_-_DSC06831.JPG,Himantornis haematopus   Royal Museum for Central Africa   DSC06831.JPG
Noble snipe,https://wikipedia.org/wiki/Noble_snipe,https://en.wikipedia.org/wiki/File:Gallinago_nobilis_(Caica_paramuna)_(24701320152).jpg,Gallinago nobilis (Caica paramuna) (24701320152)
Nocturnal curassow,https://wikipedia.org/wiki/Nocturnal_curassow,https://en.wikipedia.org/wiki/File:Nothocrax_urumutum_-head_-zoo-8a.jpg,Nothocrax urumutum  head  zoo 8a
Noisy friarbird,https://wikipedia.org/wiki/Noisy_friarbird,https://en.wikipedia.org/wiki/File:Philemon_corniculatus_-_Glen_Davis.jpg,Philemon corniculatus   Glen Davis
Noisy miner,https://wikipedia.org/wiki/Noisy_miner,https://en.wikipedia.org/wiki/File:Manorina_melanocephala_AF.jpg,Manorina melanocephala AF
Noisy pitta,https://wikipedia.org/wiki/Noisy_pitta,https://en.wikipedia.org/wiki/File:Pitta_versicolor_-_Kembla_Heights.jpg,Pitta versicolor   Kembla Heights
Noisy scrubbird,https://wikipedia.org/wiki/Noisy_scrubbird,https://en.wikipedia.org/wiki/File:Atrichornis-clamosus.jpg,Atrichornis clamosus
Nonggang babbler,https://wikipedia.org/wiki/Nonggang_babbler,https://en.wikipedia.org/wiki/File:Nonggang_Babbler.jpg,Nonggang Babbler
Nordmann's greenshank,https://wikipedia.org/wiki/Nordmann%27s_greenshank,https://en.wikipedia.org/wiki/File:Nordmann%27s_Greenshank_0A2A6166.jpg,Nordmann's Greenshank 0A2A6166
Norfolk gerygone,https://wikipedia.org/wiki/Norfolk_gerygone,https://en.wikipedia.org/wiki/File:Gerygone_insularis.jpg,Gerygone insularis
Norfolk ground dove,https://wikipedia.org/wiki/Norfolk_ground_dove,https://en.wikipedia.org/wiki/File:Gallicolumba_norfolciensis.JPG,Gallicolumba norfolciensis.JPG
Norfolk kaka,https://wikipedia.org/wiki/Norfolk_kaka,https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.110061_-_Nestor_productus_-_Psittacidae_-_bird_skin_specimen.jpeg,Naturalis Biodiversity Center   RMNH.AVES.110061   Nestor productus   Psittacidae   bird skin specimen.jpeg
Norfolk parakeet,https://wikipedia.org/wiki/Norfolk_parakeet,https://en.wikipedia.org/wiki/File:Norfolkparanbg.jpg,Norfolkparanbg
Norfolk robin,https://wikipedia.org/wiki/Norfolk_robin,"https://en.wikipedia.org/wiki/File:Petroica_multicolor_-Norfolk_Island,_Australia-8_(1).jpg","Petroica multicolor  Norfolk Island, Australia 8 (1)"
Noronha elaenia,https://wikipedia.org/wiki/Noronha_elaenia,https://en.wikipedia.org/wiki/File:Elaenia_ridleyana.jpg,Elaenia ridleyana
Noronha vireo,https://wikipedia.org/wiki/Noronha_vireo,https://en.wikipedia.org/wiki/File:Vireo_gracilirostris_-_Noronha_vireo.jpg,Vireo gracilirostris   Noronha vireo
North Island brown kiwi,https://wikipedia.org/wiki/North_Island_brown_kiwi,https://en.wikipedia.org/wiki/File:TeTuatahianui.jpg,TeTuatahianui
North Island kōkako,https://wikipedia.org/wiki/North_Island_k%C5%8Dkako,https://en.wikipedia.org/wiki/File:K%C5%8Dkako.jpg,Kōkako
North Island piopio,https://wikipedia.org/wiki/North_Island_piopio,https://en.wikipedia.org/wiki/File:MA_I156495_TePapa_Turnagra-tanagra_full.jpg,MA I156495 TePapa Turnagra tanagra full
North Island robin,https://wikipedia.org/wiki/North_Island_robin,https://en.wikipedia.org/wiki/File:North_Island_Robin-edit.jpg,North Island Robin edit
North Island saddleback,https://wikipedia.org/wiki/North_Island_saddleback,https://en.wikipedia.org/wiki/File:North_Island_Saddleback_0A2A0096.jpg,North Island Saddleback 0A2A0096
North Island snipe,https://wikipedia.org/wiki/North_Island_snipe,https://en.wikipedia.org/wiki/File:Coenocorypha_barrierensis.jpg,Coenocorypha barrierensis
North Island takahē,https://wikipedia.org/wiki/North_Island_takah%C4%93,https://en.wikipedia.org/wiki/File:North_Island_Takah%C4%93.jpg,North Island Takahē
North Melanesian cuckooshrike,https://wikipedia.org/wiki/North_Melanesian_cuckooshrike,https://en.wikipedia.org/wiki/File:NML-VZ_T16743_Graucalus_(Artamides)_welchmani.jpg,
North Moluccan pitta,https://wikipedia.org/wiki/North_Moluccan_pitta,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.84746_2_-_Pitta_erythrogaster_rufiventris_(Heine,_1859)_-_Pittidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.84746 2   Pitta erythrogaster rufiventris (Heine, 1859)   Pittidae   bird skin specimen.jpeg"
North Solomons dwarf kingfisher,https://wikipedia.org/wiki/North_Solomons_dwarf_kingfisher,https://en.wikipedia.org/wiki/File:Ceyx_meeki_1902.jpg,Ceyx meeki 1902
Northern bald ibis,https://wikipedia.org/wiki/Northern_bald_ibis,https://en.wikipedia.org/wiki/File:Waldrapp_Geronticus_eremita.jpg,Waldrapp Geronticus eremita
Northern barred woodcreeper,https://wikipedia.org/wiki/Northern_barred_woodcreeper,https://en.wikipedia.org/wiki/File:Flickr_-_Rainbirder_-_Northern_Barred_Woodcreeper_(Dendrocolaptes_sanctithomae).jpg,Flickr   Rainbirder   Northern Barred Woodcreeper (Dendrocolaptes sanctithomae)
Northern beardless tyrannulet,https://wikipedia.org/wiki/Northern_beardless_tyrannulet,https://en.wikipedia.org/wiki/File:Northern_Beardless-Tyrannulet_(18560065092).jpg,Northern Beardless Tyrannulet (18560065092)
Northern bentbill,https://wikipedia.org/wiki/Northern_bentbill,https://en.wikipedia.org/wiki/File:Northern_Bentbill_(Oncostoma_cinereigulare)_(5771914809).jpg,Northern Bentbill (Oncostoma cinereigulare) (5771914809)
Northern black flycatcher,https://wikipedia.org/wiki/Northern_black_flycatcher,"https://en.wikipedia.org/wiki/File:Melaenornis_edolioides_-Banjul,_Gambia-8.jpg","Melaenornis edolioides  Banjul, Gambia 8"
Northern black korhaan,https://wikipedia.org/wiki/Northern_black_korhaan,https://en.wikipedia.org/wiki/File:Northern_black_korhaan_(Afrotis_afraoides)_male.jpg,Northern black korhaan (Afrotis afraoides) male
Northern bobwhite,https://wikipedia.org/wiki/Northern_bobwhite,https://en.wikipedia.org/wiki/File:Virginiawachtel_2007-06-16_065.jpg,Virginiawachtel 2007 06 16 065
Northern boobook,https://wikipedia.org/wiki/Northern_boobook,"https://en.wikipedia.org/wiki/File:Ninox_japonica,_Japan.jpg","Ninox japonica, Japan"
Northern brownbul,https://wikipedia.org/wiki/Northern_brownbul,https://en.wikipedia.org/wiki/File:Northern_Brownbul_-_Meru_-_Kenya_06_8252_(16429554424).jpg,Northern Brownbul   Meru   Kenya 06 8252 (16429554424)
Northern brown-throated weaver,https://wikipedia.org/wiki/Northern_brown-throated_weaver,https://en.wikipedia.org/wiki/File:Northern_brown-throated_weaver_(Ploceus_castanops)_female.jpg,Northern brown throated weaver (Ploceus castanops) female
Northern cardinal,https://wikipedia.org/wiki/Northern_cardinal,https://en.wikipedia.org/wiki/File:Male_northern_cardinal_in_Central_Park_(52612).jpg,Male northern cardinal in Central Park (52612)
Northern carmine bee-eater,https://wikipedia.org/wiki/Northern_carmine_bee-eater,https://en.wikipedia.org/wiki/File:Merops_nubicus_luc_viatour-crop.jpg,Merops nubicus luc viatour crop
Northern cassowary,https://wikipedia.org/wiki/Northern_cassowary,https://en.wikipedia.org/wiki/File:Casuarius_unappendiculatus_-Northern_Cassowary_-head_to_toe.jpg,Casuarius unappendiculatus  Northern Cassowary  head to toe
Northern catbird,https://wikipedia.org/wiki/Northern_catbird,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.143235_1_-_Ailuroedus_crassirostris_jobiensis_Rothschild,_1895_-_Ptilonorhynchidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.143235 1   Ailuroedus crassirostris jobiensis Rothschild, 1895   Ptilonorhynchidae   bird skin specimen.jpeg"
Northern chestnut-tailed antbird,https://wikipedia.org/wiki/Northern_chestnut-tailed_antbird,https://en.wikipedia.org/wiki/File:Sciaphylax_castanea_map.svg,Sciaphylax castanea map.svg
Northern crombec,https://wikipedia.org/wiki/Northern_crombec,https://en.wikipedia.org/wiki/File:Northern_Crombec_-_Meru_Kenya_06_8244_(19081332909).jpg,Northern Crombec   Meru Kenya 06 8244 (19081332909)
Northern dark newtonia,https://wikipedia.org/wiki/Northern_dark_newtonia,https://en.wikipedia.org/wiki/File:Newtonia_amphichroa_48550339.jpg,Newtonia amphichroa 48550339
Northern double-collared sunbird,https://wikipedia.org/wiki/Northern_double-collared_sunbird,https://en.wikipedia.org/wiki/File:Northern_double-collared_sunbird_(Cinnyris_reichenowi_preussi)_male.jpg,Northern double collared sunbird (Cinnyris reichenowi preussi) male
Northern fantail,https://wikipedia.org/wiki/Northern_fantail,https://en.wikipedia.org/wiki/File:Northern_Fantail_julatten_jun02.JPG,Northern Fantail julatten jun02.JPG
Northern fiscal,https://wikipedia.org/wiki/Northern_fiscal,"https://en.wikipedia.org/wiki/File:Lanius_humeralis,_Nanyuki,_Kenya.jpg","Lanius humeralis, Nanyuki, Kenya"
Northern flicker,https://wikipedia.org/wiki/Northern_flicker,https://en.wikipedia.org/wiki/File:Northern_Flicker.jpg,Northern Flicker
Northern fulmar,https://wikipedia.org/wiki/Northern_fulmar,https://en.wikipedia.org/wiki/File:Northern-Fulmar2_cropped.jpg,Northern Fulmar2 cropped
Northern gannet,https://wikipedia.org/wiki/Northern_gannet,https://en.wikipedia.org/wiki/File:Morus_bassanus_adu.jpg,Morus bassanus adu
Northern giant petrel,https://wikipedia.org/wiki/Northern_giant_petrel,"https://en.wikipedia.org/wiki/File:Macronectes_halli_-Godthul,_South_Georgia,_British_Overseas_Territories,_UK_-flying-8.jpg","Macronectes halli  Godthul, South Georgia, British Overseas Territories, UK  flying 8"
Northern golden bulbul,https://wikipedia.org/wiki/Northern_golden_bulbul,https://en.wikipedia.org/wiki/File:Thapsinillas_longirostris_aureus_1898.jpg,Thapsinillas longirostris aureus 1898
Northern goshawk,https://wikipedia.org/wiki/Northern_goshawk,https://en.wikipedia.org/wiki/File:Northern_Goshawk_ad_M2.jpg,Northern Goshawk ad M2
Northern grey-headed sparrow,https://wikipedia.org/wiki/Northern_grey-headed_sparrow,https://en.wikipedia.org/wiki/File:Northern_grey-headed_sparrow_(Passer_griseus_ugandae).jpg,Northern grey headed sparrow (Passer griseus ugandae)
Northern grosbeak-canary,https://wikipedia.org/wiki/Northern_grosbeak-canary,https://en.wikipedia.org/wiki/File:SerinusKeulemans.jpg,SerinusKeulemans
Northern harrier,https://wikipedia.org/wiki/Northern_harrier,https://en.wikipedia.org/wiki/File:Northern_(Hen)_Harrier.jpg,Northern (Hen) Harrier
Northern hawk-owl,https://wikipedia.org/wiki/Northern_hawk-owl,https://en.wikipedia.org/wiki/File:Surnia-ulula-002.jpg,Surnia ulula 002
Northern jacana,https://wikipedia.org/wiki/Northern_jacana,https://en.wikipedia.org/wiki/File:Northern_Jacana_Costa_Rica.jpg,Northern Jacana Costa Rica
Northern lapwing,https://wikipedia.org/wiki/Northern_lapwing,https://en.wikipedia.org/wiki/File:Northern-Lapwing-Vanellus-vanellus.jpg,Northern Lapwing Vanellus vanellus
Northern Marquesan reed warbler,https://wikipedia.org/wiki/Northern_Marquesan_reed_warbler,https://en.wikipedia.org/wiki/File:Acrocephalus_percernis_distribution_map.png,Acrocephalus percernis distribution map.png
Northern masked weaver,https://wikipedia.org/wiki/Northern_masked_weaver,https://en.wikipedia.org/wiki/File:Northern_masked_weaver_(Ploceus_taeniopterus)_male.jpg,Northern masked weaver (Ploceus taeniopterus) male
Northern mealy amazon,https://wikipedia.org/wiki/Northern_mealy_amazon,https://en.wikipedia.org/wiki/File:Amazona_farinosa_-Macaw_Mountain_Bird_Park-8b.jpg,Amazona farinosa  Macaw Mountain Bird Park 8b
Northern mockingbird,https://wikipedia.org/wiki/Northern_mockingbird,https://en.wikipedia.org/wiki/File:Mockingbird_in_Bay_Ridge_(85082).jpg,Mockingbird in Bay Ridge (85082)
Northern mountain cacique,https://wikipedia.org/wiki/Northern_mountain_cacique,https://en.wikipedia.org/wiki/File:Northern_Mountain_Cacique_(Cacicus_chrysonotus).jpg,Northern Mountain Cacique (Cacicus chrysonotus)
Northern nightingale-wren,https://wikipedia.org/wiki/Northern_nightingale-wren,https://en.wikipedia.org/wiki/File:Microcerculus_philomela_1902.jpg,Microcerculus philomela 1902
Northern parula,https://wikipedia.org/wiki/Northern_parula,https://en.wikipedia.org/wiki/File:Northernparalua20.jpg,Northernparalua20
Northern pied babbler,https://wikipedia.org/wiki/Northern_pied_babbler,https://en.wikipedia.org/wiki/File:Turdoides_hypoleuca_-Kenya-8.jpg,Turdoides hypoleuca  Kenya 8
Northern pintail,https://wikipedia.org/wiki/Northern_pintail,https://en.wikipedia.org/wiki/File:Northern_Pintails_(Male_%26_Female)_I_IMG_0911.jpg,Northern Pintails (Male & Female) I IMG 0911
Northern potoo,https://wikipedia.org/wiki/Northern_potoo,https://en.wikipedia.org/wiki/File:Northern_potoo_(Nyctibius_jamaicensis_mexicanus)_Orange_Walk.jpg,Northern potoo (Nyctibius jamaicensis mexicanus) Orange Walk
Northern puffback,https://wikipedia.org/wiki/Northern_puffback,https://en.wikipedia.org/wiki/File:Northern_Puffback_specimen_RWD.jpg,Northern Puffback specimen RWD
Northern pygmy owl,https://wikipedia.org/wiki/Northern_pygmy_owl,"https://en.wikipedia.org/wiki/File:458_-_NORTHERN_PYGMY-OWL_(4-8-2015)_humboldt_cyn,_santa_cruz_co,_az_-08_(16875335417).jpg","458   NORTHERN PYGMY OWL (4 8 2015) humboldt cyn, santa cruz co, az  08 (16875335417)"
Northern red bishop,https://wikipedia.org/wiki/Northern_red_bishop,https://en.wikipedia.org/wiki/File:Euplectes_orix_5_Luc_Viatour.jpg,Euplectes orix 5 Luc Viatour
Northern red-billed hornbill,https://wikipedia.org/wiki/Northern_red-billed_hornbill,https://en.wikipedia.org/wiki/File:Red-billed_hornbill_(Tockus_erythrorhynchus)_male.jpg,Red billed hornbill (Tockus erythrorhynchus) male
Northern rockhopper penguin,https://wikipedia.org/wiki/Northern_rockhopper_penguin,"https://en.wikipedia.org/wiki/File:Eudyptes_moseleyi_-Zoologischer_Garten_Berlin,_Germany-8a.jpg","Eudyptes moseleyi  Zoologischer Garten Berlin, Germany 8a"
Northern rosella,https://wikipedia.org/wiki/Northern_rosella,https://en.wikipedia.org/wiki/File:Northern_Rosella_3905.jpg,Northern Rosella 3905
Northern rough-winged swallow,https://wikipedia.org/wiki/Northern_rough-winged_swallow,https://en.wikipedia.org/wiki/File:Stelgidopteryx_serripennis.jpg,Stelgidopteryx serripennis
Northern royal albatross,https://wikipedia.org/wiki/Northern_royal_albatross,https://en.wikipedia.org/wiki/File:Diomedea_sanfordi_-_SE_Tasmania_2019.jpg,Diomedea sanfordi   SE Tasmania 2019
Northern royal flycatcher,https://wikipedia.org/wiki/Northern_royal_flycatcher,https://en.wikipedia.org/wiki/File:Flickr_-_Rainbirder_-_Northern_Royal_Flycatcher_(Onychorhynchus_mexicanus).jpg,Flickr   Rainbirder   Northern Royal Flycatcher (Onychorhynchus mexicanus)
Northern saw-whet owl,https://wikipedia.org/wiki/Northern_saw-whet_owl,https://en.wikipedia.org/wiki/File:Male_Northern_Saw-whet_Owl_(7364047820).jpg,Male Northern Saw whet Owl (7364047820)
Northern schiffornis,https://wikipedia.org/wiki/Northern_schiffornis,https://en.wikipedia.org/wiki/File:Schiffornis_veraepacis_(15150857585).jpg,Schiffornis veraepacis (15150857585)
Northern screamer,https://wikipedia.org/wiki/Northern_screamer,https://en.wikipedia.org/wiki/File:Chauna_chavaria-8.jpg,Chauna chavaria 8
Northern scrub flycatcher,https://wikipedia.org/wiki/Northern_scrub_flycatcher,https://en.wikipedia.org/wiki/File:Northern_Scrub_Flycatcher.jpg,Northern Scrub Flycatcher
Northern scrub robin,https://wikipedia.org/wiki/Northern_scrub_robin,https://en.wikipedia.org/wiki/File:Northern_Scrub-Robin.jpg,Northern Scrub Robin
Northern shoveler,https://wikipedia.org/wiki/Northern_shoveler,https://en.wikipedia.org/wiki/File:Northern_shoveler_Steve_Sinclair_outreach_use_only_(19838806616).jpg,Northern shoveler Steve Sinclair outreach use only (19838806616)
Northern shrike,https://wikipedia.org/wiki/Northern_shrike,"https://en.wikipedia.org/wiki/File:Northern_Shrike,_Arvada,_Jefferson,_Colorado.jpg","Northern Shrike, Arvada, Jefferson, Colorado"
Northern silvery kingfisher,https://wikipedia.org/wiki/Northern_silvery_kingfisher,https://en.wikipedia.org/wiki/File:European_roller.jpg,Stub icon
Northern slaty antshrike,https://wikipedia.org/wiki/Northern_slaty_antshrike,"https://en.wikipedia.org/wiki/File:Thamnophilus_punctatus_-_Northern_Slaty_Antshrike_(male),_Presidente_Figueiredo,_Amazonas,_Brazil.jpg","Thamnophilus punctatus   Northern Slaty Antshrike (male), Presidente Figueiredo, Amazonas, Brazil"
Northern tufted flycatcher,https://wikipedia.org/wiki/Northern_tufted_flycatcher,https://en.wikipedia.org/wiki/File:Mitrephanes_phaeocercus_-Costa_Rica-8a.jpg,Mitrephanes phaeocercus  Costa Rica 8a
Northern variable pitohui,https://wikipedia.org/wiki/Northern_variable_pitohui,https://en.wikipedia.org/wiki/File:Pitohui_kirhocephalus_at_Naturalis.jpg,Pitohui kirhocephalus at Naturalis
Northern waterthrush,https://wikipedia.org/wiki/Northern_waterthrush,https://en.wikipedia.org/wiki/File:Northern_waterthrush_in_Central_Park_(14717).jpg,Northern waterthrush in Central Park (14717)
Northern wheatear,https://wikipedia.org/wiki/Northern_wheatear,https://en.wikipedia.org/wiki/File:Steinschmaetzer_Northern_wheatear_male.jpg,Steinschmaetzer Northern wheatear male
Northern white-crowned shrike,https://wikipedia.org/wiki/Northern_white-crowned_shrike,https://en.wikipedia.org/wiki/File:Northern_White-crowned_Shrike_Eurocephalus_ruepelli_in_Tanzania_2943_Nevit.jpg,Northern White crowned Shrike Eurocephalus ruepelli in Tanzania 2943 Nevit
Northern white-crowned tapaculo,https://wikipedia.org/wiki/Northern_white-crowned_tapaculo,https://en.wikipedia.org/wiki/File:Scytalopus_atratus_map.svg,Scytalopus atratus map.svg
Northern white-faced owl,https://wikipedia.org/wiki/Northern_white-faced_owl,https://en.wikipedia.org/wiki/File:Northern_white-faced_owl_arp.jpg,Northern white faced owl arp
Northern white-fringed antwren,https://wikipedia.org/wiki/Northern_white-fringed_antwren,https://en.wikipedia.org/wiki/File:Northern_White-fringed_Antwren_-_Coicorita_(Formicivora_grisea_intermedia)_(23558650251).jpg,Northern White fringed Antwren   Coicorita (Formicivora grisea intermedia) (23558650251)
Northern yellow white-eye,https://wikipedia.org/wiki/Northern_yellow_white-eye,https://en.wikipedia.org/wiki/File:Yellow_white-eye_(Zosterops_senegalensis).jpg,Yellow white eye (Zosterops senegalensis)
Nubian bustard,https://wikipedia.org/wiki/Nubian_bustard,https://en.wikipedia.org/wiki/File:Eupodotis_nuba_-_1820-1860_-_Print_-_Iconographia_Zoologica_-_Special_Collections_University_of_Amsterdam_-_UBA01_IZ17200029_cropped.jpg,Eupodotis nuba   1820 1860   Print   Iconographia Zoologica   Special Collections University of Amsterdam   UBA01 IZ17200029 cropped
Nubian nightjar,https://wikipedia.org/wiki/Nubian_nightjar,https://en.wikipedia.org/wiki/File:Caprimulgus_jonesi.jpg,Caprimulgus jonesi
Nubian woodpecker,https://wikipedia.org/wiki/Nubian_woodpecker,https://en.wikipedia.org/wiki/File:Campethera_nubica.jpg,Campethera nubica
Nuku Hiva monarch,https://wikipedia.org/wiki/Nuku_Hiva_monarch,https://en.wikipedia.org/wiki/File:Asian_Paradise_Flycatcher_icon.png,Stub icon
Nullarbor quail-thrush,https://wikipedia.org/wiki/Nullarbor_quail-thrush,https://en.wikipedia.org/wiki/File:Emu_volume_21_plate_32.jpg,Emu volume 21 plate 32
Numfor leaf warbler,https://wikipedia.org/wiki/Numfor_leaf_warbler,https://en.wikipedia.org/wiki/File:Flickr_-_Rainbirder_-_Wood_Warbler_(Phylloscopus_sibilatrix).jpg,Stub icon
Numfor paradise kingfisher,https://wikipedia.org/wiki/Numfor_paradise_kingfisher,https://en.wikipedia.org/wiki/File:Tanysiptera_rosenbergii_-_1875_-_Print_-_Iconographia_Zoologica_-_Special_Collections_University_of_Amsterdam_-_UBA01_IZ16800041.tif,Tanysiptera rosenbergii   1875   Print   Iconographia Zoologica   Special Collections University of Amsterdam   UBA01 IZ16800041.tif
Nuthatch vanga,https://wikipedia.org/wiki/Nuthatch_vanga,https://en.wikipedia.org/wiki/File:Nuthatch_Vanga_-_Andasib%C3%A8_-_Madagascar_S4E7519_(15102034490).jpg,Nuthatch Vanga   Andasibè   Madagascar S4E7519 (15102034490)
Nuttall's woodpecker,https://wikipedia.org/wiki/Nuttall%27s_woodpecker,"https://en.wikipedia.org/wiki/File:Picoides_nuttallii_-Olive_View,_Sylmar,_California,_USA_-male-8.jpg","Picoides nuttallii  Olive View, Sylmar, California, USA  male 8"
Nutting's flycatcher,https://wikipedia.org/wiki/Nutting%27s_flycatcher,https://en.wikipedia.org/wiki/File:Nutting%27s_Flycatcher.jpg,Nutting's Flycatcher
Nyanza swift,https://wikipedia.org/wiki/Nyanza_swift,N/A,N/A
Oʻahu ʻakepa,https://wikipedia.org/wiki/O%CA%BBahu_%CA%BBakepa,https://en.wikipedia.org/wiki/File:Oahu_Akepa.jpg,Oahu Akepa
Oʻahu ʻakialoa,https://wikipedia.org/wiki/O%CA%BBahu_%CA%BBakialoa,https://en.wikipedia.org/wiki/File:Hemignathus_ellisianus1.jpg,Hemignathus ellisianus1
